time,seconds_elapsed,steps
1715093371810452700,-4.41754736328125,0
1715093387423829500,11.19582958984375,9
1715093389078797800,12.8507978515625,12
1715093390095704600,13.86770458984375,14
1715093391112641800,14.884641845703126,16
1715093392169416200,15.941416259765624,18
1715093393186323000,16.958322998046874,20
1715093393545240000,17.317239990234373,21
1715093394641919700,18.413919677734373,23
1715093395638898700,19.410898681640624,25
1715093396695691800,20.46769189453125,27
1715093397752485000,21.524485107421874,29
1715093398809278200,22.5812783203125,31
1715093399746442500,23.5184423828125,33
1715093400683576300,24.455576416015624,35
1715093401680579000,25.4525791015625,37
1715093402717414000,26.489413818359374,39
1715093403714392600,27.486392578125,41
1715093404731299300,28.50329931640625,43
1715093405748236500,29.520236572265624,45
1715093406805030000,30.57702978515625,47
1715093407801978000,31.57397802734375,49
1715093408838873900,32.610873779296874,51
1715093409975409400,33.747409423828124,53
1715093410952460300,34.724460205078124,55
1715093411969365800,35.74136572265625,57
1715093412687169800,36.45916967773437,58
1715093413823742700,37.59574267578125,59
