time,seconds_elapsed,z,y,x
1713358336889513000,0.165512939453125,-0.6289749145507812,-0.1341395378112793,0.1124720573425293
1713358336899481900,0.17548193359375,-0.6717958450317383,-1.0390920639038086,0.182090163230896
1713358336909461000,0.1854609375,-1.3952131271362305,-1.5619797706604004,-0.2132420539855957
1713358336919440400,0.1954404296875,-1.0197362899780273,-1.0954923629760742,0.6639062166213989
1713358336929389000,0.20538916015625,-1.6993303298950195,-0.24579334259033203,-1.3228492736816406
1713358336939368200,0.2153681640625,-1.8186225891113281,0.15615320205688477,0.18077373504638672
1713358336949347600,0.22534765625,-1.9252862930297852,-0.36149120330810547,-0.11861252784729004
1713358336959326700,0.23532666015625,-1.7411870956420898,-0.2919504642486572,0.013399600982666016
1713358336969306000,0.24530615234375,-1.8181037902832031,-0.1326918601989746,0.16733050346374512
1713358336979254800,0.2552548828125,-1.9580860137939453,-0.0843362808227539,0.2061675786972046
1713358336989234000,0.26523388671875,-1.8815631866455078,-0.0012552738189697266,0.08180665969848633
1713358336999213300,0.27521337890625,-1.668625831604004,-0.0509641170501709,0.027277708053588867
1713358337009192400,0.2851923828125,-1.669468879699707,-0.06252074241638184,-0.3888167142868042
1713358337019141000,0.29514111328125,-1.7458133697509766,0.056661367416381836,-0.6575183868408203
1713358337029120500,0.30512060546875,-1.8475980758666992,0.05102252960205078,-0.6185362935066223
1713358337039099600,0.315099609375,-2.0605697631835938,-0.04993605613708496,-0.5698427557945251
1713358337049048300,0.32504833984375,-2.184699058532715,-0.20746970176696777,-0.6152963638305664
1713358337059027700,0.33502783203125,-2.4392471313476562,-0.07924890518188477,-0.6617311239242554
1713358337069006800,0.3450068359375,-2.6621503829956055,0.0979456901550293,-0.8362413048744202
1713358337078955800,0.354955810546875,-2.5459604263305664,0.26393723487854004,-1.0951480865478516
1713358337088935000,0.364934814453125,-2.388437271118164,0.17587685585021973,-1.1962859630584717
1713358337098914000,0.3749140625,-1.991323471069336,0.4692716598510742,-1.0149157047271729
1713358337108863000,0.384863037109375,-1.829758644104004,0.3311643600463867,-0.9152604937553406
1713358337118842000,0.394842041015625,-1.2170124053955078,0.24476838111877441,-0.8798505067825317
1713358337128821500,0.404821533203125,-0.5570650100708008,0.30346012115478516,-0.6637002229690552
1713358337138770200,0.414770263671875,0.04090690612792969,0.3482813835144043,-0.7174930572509766
1713358337148749300,0.424749267578125,0.38904571533203125,0.7348284721374512,-0.7299469709396362
1713358337158728700,0.434728759765625,0.6619882583618164,0.9350752830505371,-0.8506119847297668
1713358337168707800,0.444707763671875,0.45458412170410156,0.988591194152832,-1.2419044971466064
1713358337178656500,0.454656494140625,0.7558412551879883,1.212331771850586,-0.9110627174377441
1713358337188636000,0.464635986328125,0.9436826705932617,1.1194367408752441,-1.0305646657943726
1713358337198615000,0.474614990234375,1.272862434387207,1.192990779876709,-1.071364402770996
1713358337208563700,0.484563720703125,1.5003185272216797,0.9386296272277832,-1.3307442665100098
1713358337218543000,0.494543212890625,1.9044885635375977,1.2534518241882324,-1.1329851150512695
1713358337228522200,0.504522216796875,2.123196601867676,1.0067362785339355,-1.2141742706298828
1713358337238471200,0.51447119140625,2.7321929931640625,1.2344145774841309,-0.5578252673149109
1713358337248450300,0.5244501953125,2.614193916320801,1.05161714553833,-0.22243863344192505
1713358337258429400,0.534429443359375,2.5218496322631836,1.0140604972839355,0.08539475500583649
1713358337268378400,0.54437841796875,2.9451045989990234,1.5070233345031738,0.35781964659690857
1713358337278357500,0.554357421875,2.872385025024414,1.1252164840698242,-0.785854697227478
1713358337288336600,0.564336669921875,3.155712127685547,2.5606765747070312,-0.3128555417060852
1713358337298285600,0.57428564453125,3.164839744567871,1.9431324005126953,-1.72820246219635
1713358337308264700,0.5842646484375,3.483647346496582,1.5718436241149902,-2.08128023147583
1713358337318244000,0.594244140625,3.908419609069824,1.164384365081787,-1.976304054260254
1713358337328192800,0.60419287109375,3.64290714263916,-0.6293759346008301,-1.499967336654663
1713358337338172000,0.614171875,3.4231691360473633,-1.4105644226074219,-1.2609699964523315
1713358337348151300,0.6241513671875,3.048386573791504,-2.0278167724609375,-1.2331442832946777
1713358337358100000,0.634099853515625,2.372075080871582,-2.4541749954223633,-0.900936484336853
1713358337368079000,0.6440791015625,1.2730093002319336,-2.193601608276367,-0.6397982835769653
1713358337378028000,0.654028076171875,-0.042385101318359375,-2.5803165435791016,-0.3717721402645111
1713358337388007200,0.664007080078125,-0.9982700347900391,-2.6488232612609863,0.08253463357686996
1713358337397986300,0.673986328125,-2.1015586853027344,-2.2096900939941406,0.01128600537776947
1713358337407935200,0.683935302734375,-3.896024703979492,-2.0273056030273438,-0.6679791212081909
1713358337417914400,0.693914306640625,-4.927769660949707,-1.7870941162109375,-0.362933486700058
1713358337427893800,0.703893798828125,-4.482939720153809,-1.2369027137756348,0.20056124031543732
1713358337437873000,0.713872802734375,-4.5590925216674805,-0.6007227897644043,-0.5590789914131165
1713358337447821600,0.723821533203125,-3.9847822189331055,-0.5133590698242188,0.017883218824863434
1713358337457801000,0.733801025390625,-5.773130416870117,-5.764598369598389,4.429483413696289
1713358337467780000,0.743780029296875,-4.917560577392578,-3.746399402618408,2.594743251800537
1713358337477759500,0.753759521484375,-3.0871267318725586,-1.3119330406188965,-0.933424174785614
1713358337487708200,0.763708251953125,-0.5249967575073242,-1.5924181938171387,-0.18341320753097534
1713358337497699300,0.77369921875,-3.571871757507324,-1.9735288619995117,1.8328937292099
1713358337507678500,0.783678466796875,-4.8121337890625,-1.2822341918945312,2.0726466178894043
