time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1713358341869000000,5.145,45,1.5,1.5760893821716309,56.23899841308594,0,0,245.59999084472656,19.9169483,50.0656176
1713358342071212800,5.347212890625,0,1.1818629503250122,1.8450753688812256,46.87900161743164,0.036938052624464035,0,245.59999084472656,19.9166804,50.0655001
1713358343066736600,6.342736572265625,45,0.9798979759216309,1.4667034149169922,42.33000183105469,0.15309327840805054,241.24827575683594,245.59999084472656,19.9166491,50.0654898
1713358344065428200,7.34142822265625,45,0.9798979759216309,1.564853549003601,37.9109992980957,0.34048494696617126,247.96075439453125,245.59999084472656,19.9166266,50.0654852
1713358345065409000,8.341408935546875,45,1.0072239637374878,1.8784475326538086,34.40299987792969,0.403366357088089,246.77813720703125,245.59999084472656,19.9166184,50.0654827
1713358346066189600,9.342189453125,45,0.9889894127845764,5.92154598236084,31.70599937438965,0.5675106644630432,261.0307922363281,246.39999389648438,19.9166028,50.0654837
1713358347039099600,10.315099609375,45,0.3920402228832245,1.4823145866394043,28.711000442504883,1.349374532699585,63.37521743774414,246,19.9166367,50.0654803
1713358347090573300,10.3665732421875,45,0.39476796984672546,1.4823145866394043,28.768999099731445,1.3261780738830566,31.261919021606445,246,19.9166292,50.0654758
1713358347788072000,11.064072021484375,45,0.42113739252090454,1.4823145866394043,30.075000762939453,1.2738951444625854,351.61810302734375,246,19.9166337,50.0654722
1713358348066648600,11.342648681640625,45,0.4285661578178406,1.5131837129592896,29.996999740600586,1.332957148551941,341.33795166015625,246,19.9166298,50.0654645
1713358348126838300,11.40283837890625,45,0.2685103416442871,1.5131837129592896,29.590999603271484,1.3416857719421387,335.1697692871094,246,19.916628,50.0654578
1713358348804972500,12.08097265625,45,0.28807345032691956,1.5131837129592896,29.667999267578125,1.360962986946106,328.3164978027344,246,19.9166218,50.0654581
1713358349039099600,12.315099609375,45,0.21353130042552948,1.7151473760604858,30.327999114990234,1.3660050630569458,327.346923828125,246,19.9166192,50.0654544
1713358349183359200,12.459359130859376,45,0.2554308772087097,1.7151473760604858,30.36400032043457,1.3640892505645752,323.42303466796875,246,19.9166174,50.0654504
1713358349881592600,13.157592529296876,45,0.2837531268596649,1.7151473760604858,30.433000564575195,1.3588613271713257,322.8764953613281,246,19.9166094,50.0654521
1713358350074516500,13.3505166015625,45,0.20833373069763184,1.537294626235962,30.854000091552734,1.3525967597961426,323.8814392089844,246,19.9166054,50.0654521
1713358350250112000,13.526112060546875,45,0.2548615038394928,1.537294626235962,30.378999710083008,1.3537956476211548,324.47113037109375,246,19.9166022,50.0654523
1713358350928004000,14.204004150390626,45,0.2816218137741089,1.537294626235962,30.011999130249023,1.3484615087509155,324.13299560546875,246,19.916594,50.0654574
1713358351065351200,14.34135107421875,45,0.28513213992118835,1.5340018272399902,29.476999282836914,1.3482011556625366,323.78790283203125,246,19.9165905,50.0654574
1713358351287407900,14.563407958984374,45,0.19449828565120697,1.5340018272399902,29.768999099731445,1.3292430639266968,321.92657470703125,246,19.916586,50.0654597
1713358351865331700,15.141331787109374,45,0.2408382147550583,1.5340018272399902,29.29599952697754,1.3248317241668701,318.96710205078125,246,19.9165778,50.0654649
1713358351893512200,15.16951220703125,45,0.2408382147550583,1.7493544816970825,30.75,1.3254846334457397,318.2714538574219,246,19.9165701,50.0654644
1713358352069112000,15.345112060546874,45,0.2862611413002014,1.6195131540298462,29.81399917602539,1.246253490447998,319.2481384277344,246,19.9165447,50.0654741
1713358352343963600,15.619963623046875,45,0.20359773933887482,1.6195131540298462,28.17300033569336,1.297242283821106,319.6027526855469,246,19.9165472,50.0654723
1713358352922362600,16.198362548828126,45,0.251487135887146,1.6195131540298462,26.555999755859375,1.3186196088790894,321.0398864746094,246,19.9165428,50.0654757
1713358353068786200,16.3447861328125,45,0.24411922693252563,1.6155787706375122,25.444000244140625,1.2740445137023926,321.5648193359375,246,19.9165416,50.0654722
1713358353430560500,16.706560546875,45,0.2337915301322937,1.6155787706375122,24.274999618530273,1.3111289739608765,321.5102844238281,246,19.9165369,50.0654733
1713358354067483600,17.343483642578125,45,0.1864294707775116,1.7713478803634644,22.87299919128418,1.2805720567703247,320.9267578125,246,19.9165293,50.0654723
1713358354107908400,17.383908447265625,45,0.1864294707775116,1.7713478803634644,21.444000244140625,1.2776639461517334,320.8840637207031,246,19.9165287,50.065469
1713358354487352800,17.763352783203125,45,0.23486746847629547,1.7713478803634644,20.02199935913086,1.2777941226959229,321.0613098144531,246,19.9165243,50.0654698
1713358355068061700,18.344061767578125,45,0.26228076219558716,1.6494568586349487,18.44499969482422,1.1891117095947266,320.828857421875,246,19.9165203,50.0654686
1713358355185629000,18.46162890625,45,0.1964040845632553,1.6494568586349487,17.367000579833984,1.2355996370315552,320.2431945800781,246,19.9165189,50.0654669
1713358355544606700,18.820606689453125,45,0.23715129494667053,1.6494568586349487,16.28700065612793,1.2643133401870728,318.99169921875,246,19.9165149,50.0654679
1713358356068814800,19.34481494140625,45,0.22409787774085999,1.7685277462005615,15.734000205993652,1.2255029678344727,321.8935546875,246,19.9165161,50.0654578
1713358356222177300,19.49817724609375,45,0.22409787774085999,1.7685277462005615,15.267999649047852,1.2196108102798462,322.5688171386719,246,19.9165179,50.0654523
1713358356612057900,19.888057861328125,45,0.2570241391658783,1.7685277462005615,14.880999565124512,1.2167744636535645,323.1822509765625,246,19.9165162,50.0654509
