time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1713358357072167000,20.3481669921875,45,0.18954673409461975,1.7986973524093628,14.045999526977539,1.2418222427368164,326.7593078613281,246,19.9165177,50.0654455
1713358357157397800,20.433397705078125,45,0.2371806502342224,2.469165563583374,13.663000106811523,1.2423052787780762,327.26141357421875,245.89999389648438,19.91652,50.0654418
1713358357288493300,20.564493408203123,45,0.24145086109638214,2.469165563583374,13.232999801635742,1.2495173215866089,324.5472106933594,245.89999389648438,19.9165017,50.065443
1713358357668324000,20.944323974609375,45,0.27436739206314087,2.469165563583374,12.425999641418457,1.2614985704421997,324.70941162109375,245.89999389648438,19.916497,50.0654428
1713358358070219000,21.346218994140624,45,0.2682303786277771,2.4746499061584473,11.225000381469727,1.2088184356689453,324.60302734375,245.89999389648438,19.9164941,50.0654436
1713358358247227100,21.52322705078125,45,0.23198074102401733,2.4746499061584473,10.956000328063965,1.2714420557022095,326.053955078125,245.89999389648438,19.9164916,50.0654443
1713358358726702600,22.00270263671875,45,0.23198074102401733,2.4746499061584473,10.329000473022461,1.2950667142868042,326.9179382324219,245.89999389648438,19.9164861,50.0654485
1713358359069985000,22.345985107421875,45,0.26050832867622375,2.41416335105896,9.857000350952148,1.249228596687317,326.51873779296875,245.89999389648438,19.9164839,50.0654506
1713358359422388500,22.698388427734375,45,0.2419954389333725,2.41416335105896,9.390999794006348,1.2862467765808105,326.17425537109375,245.89999389648438,19.9164799,50.0654533
1713358359791603000,23.06760302734375,45,0.2419954389333725,2.41416335105896,8.925000190734863,1.2951040267944336,325.65301513671875,245.89999389648438,19.9164757,50.0654566
1713358360084930000,23.360929931640626,45,0.25946375727653503,2.4801764488220215,8.553999900817871,1.247826337814331,324.6339416503906,245.89999389648438,19.9164736,50.0654583
1713358360353532000,23.629531982421874,45,0.19588465988636017,2.4801764488220215,8.211999893188477,1.286306619644165,323.7804870605469,245.89999389648438,19.9164699,50.0654609
1713358360828231700,24.104231689453126,45,0.25016260147094727,2.4801764488220215,7.848999977111816,1.3059223890304565,323.4295959472656,245.89999389648438,19.916464,50.0654655
1713358361039099600,24.315099609375,45,0.1873529553413391,2.4933481216430664,7.736999988555908,1.3289183378219604,323.2928466796875,245.89999389648438,19.9164607,50.0654679
1713358361525926400,24.801926513671877,45,0.23855270445346832,2.4933481216430664,7.636000156402588,1.328988790512085,322.6014099121094,245.89999389648438,19.9164543,50.0654723
1713358361904708600,25.18070849609375,45,0.26533496379852295,2.4933481216430664,7.540999889373779,1.3276984691619873,322.1244201660156,245.89999389648438,19.9164491,50.0654762
1713358362062401500,25.338401611328123,45,0.18675754964351654,2.498396635055542,7.546000003814697,1.3445478677749634,321.04180908203125,245.89999389648438,19.9164458,50.0654779
1713358362602938400,25.8789384765625,45,0.23389433324337006,2.498396635055542,7.671999931335449,1.3657410144805908,321.0713806152344,245.89999389648438,19.9164382,50.0654832
1713358363039288000,26.3152880859375,45,0.2650598883628845,2.498396635055542,7.809000015258789,1.3700143098831177,321.3692321777344,245.89999389648438,19.916432,50.0654877
1713358363064311300,26.340311279296873,45,0.2063140720129013,2.3802125453948975,7.880000114440918,1.370133399963379,320.8315124511719,245.89999389648438,19.9164317,50.0654872
1713358363450956500,26.72695654296875,45,0.2063140720129013,2.3802125453948975,8.097000122070312,1.3705976009368896,320.6615905761719,245.89999389648438,19.9164269,50.0654903
1713358363497998800,26.773998779296875,45,0.2063140720129013,2.679583787918091,8.166000366210938,1.3715475797653198,321.3096008300781,245.89999389648438,19.9164267,50.0654901
