time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1713358417548000000,0.211,45,1.5,1.967898964881897,16.249000549316406,0,0,246.29998779296875,19.9157312,50.0655539
1713358424076445000,6.73944482421875,0,1.5,1.8766838312149048,27.613000869750977,0.028389111161231995,0,246.29998779296875,19.9157315,50.0655562
1713358424536993800,7.199993896484375,45,1.5,2.1130027770996094,21.121999740600586,0.7102062702178955,74.80809020996094,245.89999389648438,19.9158124,50.0655683
1713358425393034200,8.0560341796875,45,0.41289710998535156,2.1130027770996094,19.066999435424805,0.9506462812423706,348.90362548828125,245.89999389648438,19.9158173,50.0655777
1713358425791654400,8.454654296875,45,0.24899005889892578,2.1251158714294434,18.07200050354004,0.9918652772903442,344.76953125,245.89999389648438,19.9158217,50.0655806
1713358426689376300,9.352376220703125,45,0.20223183929920197,2.1251158714294434,17.645999908447266,1.0229929685592651,341.3318786621094,245.89999389648438,19.9158223,50.065588
1713358427127101000,9.790100830078124,45,0.23878315091133118,2.138319492340088,17.42300033569336,1.0349708795547485,339.9651794433594,245.89999389648438,19.9158229,50.0655911
1713358427974590000,10.63758984375,45,0.19682781398296356,2.138319492340088,17.315000534057617,1.0438730716705322,340.0943603515625,245.89999389648438,19.9158202,50.0655984
1713358428412986600,11.075986572265625,45,0.22772212326526642,2.150240659713745,17.29400062561035,1.049122929573059,340.4468994140625,245.89999389648438,19.9158193,50.0656019
1713358429149151200,11.812151123046876,45,0.22363710403442383,2.004817008972168,17.35300064086914,1.061759114265442,340.8595886230469,247.79998779296875,19.9158189,50.0656034
1713358429290173200,11.953173095703125,45,0.22645211219787598,2.004817008972168,15.809000015258789,1.0751862525939941,349.4136962890625,247.79998779296875,19.9158278,50.0656133
1713358429789319000,12.45231884765625,45,0.1932738721370697,2.004817008972168,15.730999946594238,1.0693413019180298,349.0368347167969,247.79998779296875,19.9158324,50.0656159
1713358430615985200,13.278985107421875,45,0.28586575388908386,2.0222063064575195,15.701000213623047,1.0655803680419922,350.6435852050781,246.01830019695586,19.9158339,50.0656219
1713358431015304400,13.678304443359375,45,0.21898576617240906,2.0222063064575195,15.666999816894531,1.0656129121780396,350.6099548339844,246.01830019695586,19.9158341,50.0656249
1713358431873024500,14.5360244140625,45,0.2320866882801056,2.0343611240386963,15.586999893188477,1.062562108039856,346.0693664550781,246.00093600072933,19.9158312,50.0656323
1713358432291748000,14.954748046875,45,0.2764568030834198,2.0343611240386963,15.513999938964844,1.06417977809906,344.440673828125,246.00093600072933,19.9158292,50.0656357
1713358433168464600,15.831464599609374,45,0.23997266590595245,2.047429084777832,15.133999824523926,1.0473413467407227,343.65087890625,247.79998779296875,19.915824,50.0656435
1713358433667444200,16.3304443359375,45,0.20601925253868103,2.047429084777832,14.984999656677246,1.0240451097488403,344.0738220214844,247.79998779296875,19.9158198,50.0656477
1713358434173748500,16.83674853515625,45,0.24514618515968323,1.9537714719772339,15.140000343322754,1.0242081880569458,344.3597717285156,247.79998779296875,19.9158181,50.0656483
1713358434474282200,17.1372822265625,45,0.2391420155763626,1.9537714719772339,14.87600040435791,1.02316153049469,347.98260498046875,247.79998779296875,19.9158197,50.065661
1713358435113570600,17.776570556640625,45,0.2157781720161438,1.9537714719772339,14.607999801635742,0.9947739243507385,344.7078857421875,247.79998779296875,19.9158199,50.0656654
1713358435611298600,18.274298583984375,45,0.25876009464263916,1.9669862985610962,14.331999778747559,0.9874916672706604,337.3399353027344,247.79998779296875,19.9158188,50.0656689
1713358436071716400,18.73471630859375,45,0.2623087763786316,1.9669862985610962,13.989999771118164,1.0068970918655396,336.2867431640625,247.79998779296875,19.9158168,50.0656725
